id,qid1,qid2,question1,question2,is_duplicate
48247,96056,96057,What is the withdrawal process at VIT University for 2016 B.Tech admission?,Is VIT is good for b tech?,0
375001,733663,733664,Is there any difference between herbal products and natural products?,What is the difference between natural products and herbal products?,0
112609,223266,223267,Where is the best place to take a skyline photo in NYC?,What are the best ways to get people to laugh and smile when taking their photo?,0
31373,62538,62539,"Which is better, Snapdragon 625 or Snapdragon 650?","Do you feel that Qualcom Snapdragon chips are not up to the mark as those are being hyped? Which is better in heating issues, Snapdragon or Mediatek?",0
260241,512150,512151,What's the moral or underlying theme of Citizen Kane?,Is Citizen Kane overrated?,0
292768,575170,575171,"Who is smarter, Batman or Lex Luthor?",What was the painting on the wall in Lex Luthor's house in Batman v Superman: Dawn of Justice?,0
16557,33044,33045,How does Facebook suggest pokes?,How do you suggest someone like something on Facebook?,0
286900,563806,563807,I like to ride on my husband's penis during intercourse but I get so wet that it keeps slipping out of my vagina. What do I do?,Why does my vagina become dry and his penis become soft during sex?,0
360294,705472,38262,Why can't I see my questions on Quora?,How do I see all the Quora questions I've asked or am following?,0
186174,367631,367632,What is thermal conductivity in physics?,What is thermal conductivity?,0
187007,369262,369263,"Why is the piano keyboard configured the way it is, with uneven black keys?",Why were the colours of the piano keys reversed?,0
6338,12665,12666,Why is Russia leaning towards Pakistan-China by denying long term relationship with India?,Is Russia siding with Pakistan?,0
172938,41385,341694,"Is the offshoring of manufacturing jobs a good thing or a bad thing, on balance? Why?",Is NAFTA a good or bad thing for the US economy?,0
297803,584946,584947,What should I do if I have problems writing finance capstone project?,"If my name is RS gokulnath how to write first name, middle name last name?",0
322761,27787,633152,How many people use Facebook?,How many people don't use Facebook?,0
139174,275506,275507,How do I dissolve table salt in water?,Why does Berocca dissolve in water?,0
299494,588239,588240,What is the difference between Act and Statutes?,What is the difference between statute and law?,0
152862,302357,302358,What are some of the chemical properties of the isotopes?,What controls the chemical properties of a particular isotope?,0
273200,537255,537256,Where can I find the really old LSAT sample tests?,What is the best LSAT prep?,0
393887,769778,769779,"I'm considering partnering with GW Fathom based in Arizona. Does anyone know what the company culture is, and its capabilities? Would my startup gain from partnering with them?",How do I remove a partner from my partnership company in India?,0
335549,657889,657890,Do you like to walk?,Whom would you like to walk with?,0
142613,69866,282261,How old do you have to be to become President of the United States?,Why do you want to become the president of the United States of America?,0
195972,386798,386799,Which circuit breaker is used in switchyard and why?,Can we use relay as circuit breaker?,0
397116,775952,775953,What's the difference between infatuation and real love?,"What is the difference between infatuation and ""real love""?",1
219126,432004,432005,Whath is the mathod for solving previous year paper?,Jobs where women are around?,0
83569,165975,165976,Is it better to be single?,Is it better to be in a relationship or to be single?,1
221343,436315,436316,What are the ways to stream torrents without downloading them completely?,Is there a way to download a torrent directly to my GDrive/Dropbox etc.?,0
60550,120435,120436,Which is the best headphone under Rs. 2000?,What are the best headphones under Rs. 2000 in India?,1
298725,586744,586745,What should I do to earn lots of money?,How can I earn lots of money?,0
237120,467111,467112,What is the difference between needlepoint and cross stitch?,What are the ways for ending a stitch?,0
389324,761065,761066,What are the different career options after MBBS and their scope in India?,"What are the possible career options in the USA after completing MBBS in India? If nothing, then what are the subjects that I can study after clearing the GRE and start a career there?",0
360649,706145,706146,What is the difference between Ethernet and WiFi?,What's the difference between WiFi and Ethernet?,1
154310,305197,305198,Should i join Samsung or Tech Mahindra as a fresher?,Should I join Tech Mahindra as a fresher?,0
362000,708733,708734,What is the next move that you suggest to Narendra Modi to eliminate black money?,What will be the next move by PM Modi to improve India?,1
297409,584173,584174,How can I improve my critical reading skills?,What are some ways to improve critical reading and reading comprehension skills?,1
90390,179473,179474,What is New Zealand like?,How is life like in New Zealand?,1
120822,239436,239437,How do I use Jio sim in 3G devices?,Can we use Jio sim in 3G phone?,0
144327,285619,285620,Can I earn money using Quora?,Can I earn some money using Quora?,1
104852,207979,207980,What are some catchy lawn care business names?,What are some catchy names for an application/tool that tracks or deals with the pricing configuration of a company?,0
352208,689924,689925,You will always find me in the past. I can be created in the present. What am I?,"What is true: the past, present or future?",0
252680,497438,497439,Why I want to kill myself?,"I don't want to kill myself, but I really want to die, what should I do?",0
32275,64329,64330,Why does ryanair's app can't be downloaded in italy?,Why does my App Store show GarageBand as ₹300 if it's a free app? Why can't I download it for free?,0
238957,470695,470696,How Can I become a good programmer if I know only basic C and want to do competitive coding so that I can apply for off campus placements?,Who are some non-Muslims who have memorized the Koran?,0
315338,618834,618835,How can you determine the chemical formula for barium phosphide?,How is the chemical formula for barium cyanide determined?,0
63525,126330,126331,"How can I earn $10,000 per 50,000 views on YouTube?","How much would a YouTuber earn in pounds per video if they uploaded 3 times per week with 100,000 views per video and 10k likes per video?",0
294015,577583,577584,"What are some rap or hip-hop songs inspired by Shakespeare's ""Romeo and Juliet""?",What is a good underground rap hip hop beat?,0
